lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd,discount_pct,age,gender,income_band,loyalty_tier,avg_pages_viewed,avg_time_on_site,total_add_to_cart,total_checkout_started,total_sessions,total_revenue,preferred_device,predicted_prob,priority_tier
L500122,C102016,MKT2018,2025/08/12,Meta,/landing-b,0,44.0,South South,True,2025-08-29,10.37,0.0,61.0,female,High,silver,6.777777777777778,223.11111111111111,2.0,0.0,9.0,0.0,mobile,0.8933333333333333,High
L500123,C101471,MKT2004,2025-09-02,Partner,/promo-summer,20,35.0,North West,True,09-21-2025,$11.78,20.0,32.0,male,Lower-Middle,gold,4.8,248.0,3.0,2.0,10.0,69.75,desktop,0.6933333333333334,High
L500124,C100119,MKT2026,2025-09-20,Google,/new-arrivals,10,68.0,South West,True,2025-09-21,$12.21,10.0,37.0,female,High,silver,5.5,199.875,4.0,1.0,8.0,0.0,mobile,0.8933333333333333,High
L500125,C100145,MKT2017,22/06/2025,Meta,/new-arrivals,10,62.0,South West,False,,12.57,10.0,31.0,female,Upper-Middle,bronze,5.666666666666667,194.16666666666663,3.0,1.0,12.0,46.0,mobile,0.2,Low
L500126,C101944,MKT2034,2025-09-24,Meta,/landing-b,15,37.0,South South,True,2025-09-28,$8.60,15.0,29.0,female,Middle,silver,5.1,278.7,4.0,3.0,10.0,0.0,mobile,0.76,High
L500127,C100273,MKT2035,2025-12-11,Google,/bundle-offer,10,63.0,South South,True,2025-12-13,USD 17.36,10.0,31.0,female,Middle,silver,6.571428571428571,299.57142857142856,1.0,1.0,7.0,94.77,desktop,0.7066666666666667,High
L500128,C101691,MKT2014,2025-10-15,Google,/promo-summer,5,38.0,South South,False,,13.56,5.0,34.0,female,Low,bronze,5.875,269.75,5.0,1.0,8.0,187.21999999999997,mobile,0.08666666666666667,Low
L500129,C102129,MKT2023,2025-08-04,CRM,/new-arrivals,5,36.0,North Central,False,,4.43,5.0,27.0,male,High,bronze,6.0,222.375,3.0,2.0,8.0,142.34,mobile,0.06,Low
L500130,C101372,MKT2010,2025-05-27,Google,/quiz,15,47.0,South West,False,,17.58,15.0,32.0,female,Lower-Middle,gold,7.0,227.42857142857144,2.0,2.0,7.0,0.0,mobile,0.06,Low
L500131,C100987,MKT2016,2025-06-06,CRM,/bundle-offer,0,58.0,South West,False,,5.25,0.0,31.0,female,Middle,gold,6.0,259.8333333333333,1.0,1.0,6.0,0.0,mobile,0.18,Low
L500132,C100230,MKT2013,2025-01-29,Meta,/promo-summer,0,35.0,North West,False,,15.84,0.0,44.0,female,Low,gold,6.666666666666667,253.88888888888889,5.0,3.0,9.0,19.21,mobile,0.44666666666666666,Medium
L500133,C102221,MKT2008,2025-03-21,Meta,/bundle-offer,10,23.0,South South,False,,15.64,10.0,27.0,male,Low,bronze,7.25,183.75,1.0,0.0,4.0,63.32,mobile,0.54,Medium
L500134,C101658,MKT2013,2025-05-22,Meta,/new-arrivals,10,31.0,South South,False,,21.14,10.0,38.0,male,Low,silver,5.7272727272727275,274.72727272727275,5.0,0.0,11.0,133.7,desktop,0.06,Low
L500135,C100776,MKT2026,2025-09-15,Google,/promo-summer,10,53.0,South South,False,,17.33,10.0,34.0,female,Low,gold,6.25,214.25,2.0,0.0,4.0,83.58,mobile,0.5133333333333333,Medium
L500136,C101253,MKT2026,2025/09/05,partner,/landing-a,10,50.0,South South,False,,18.29,10.0,28.0,female,Middle,silver,6.0,207.83333333333337,2.0,1.0,6.0,46.41,desktop,0.16666666666666666,Low
L500137,C100446,MKT2024,2025-08-10,Creator,/bundle-offer,10,35.0,South West,True,2025/08/21,$15.40,10.0,32.0,female,Middle,bronze,5.75,218.25,5.0,3.0,8.0,34.44,mobile,0.84,High
L500138,C102238,MKT2021,2025/12/16,Partner,/landing-a,10,45.0,South West,False,,16.26,10.0,37.0,male,Upper-Middle,bronze,6.0,203.42857142857144,2.0,0.0,7.0,55.04,mobile,0.22,Low
L500139,C100298,MKT2026,2025-09-08,Google,/promo-summer,0,54.0,South West,False,,9.71,0.0,35.0,male,High,bronze,5.777777777777778,257.3333333333333,1.0,0.0,9.0,228.01,mobile,0.54,Medium
L500140,C101136,MKT2034,25/10/2025,Meta,/promo-summer,10,56.0,South West,False,,14.08,10.0,41.0,female,Lower-Middle,gold,6.285714285714286,204.71428571428572,3.0,2.0,7.0,0.0,mobile,0.18309781931464175,Low
L500141,C100265,MKT2019,2025-06-30,Meta,/new-arrivals,0,39.0,South South,False,,13.19,0.0,34.0,male,Low,gold,5.444444444444445,229.33333333333337,3.0,1.0,9.0,0.0,mobile,0.09333333333333334,Low
L500142,C100496,MKT2025,2025-08-20,Meta,/landing-b,10%,42.0,South West,True,2025-09-07,19.78,10.0,41.0,male,Lower-Middle,gold,5.142857142857143,205.8571428571429,2.0,2.0,7.0,28.42,desktop,0.2733333333333333,Low
L500143,C100520,MKT2025,2025-08-30,Meta,/landing-b,15,27.0,South South,False,,13.88,15.0,40.0,female,Lower-Middle,bronze,5.428571428571429,168.28571428571428,3.0,1.0,7.0,62.45,mobile,0.37333333333333335,Medium
L500144,C100799,MKT2022,2025-07-23,CRM,/promo-summer,20,33.0,South West,False,,$9.60,20.0,37.0,female,Low,bronze,8.0,246.0,2.0,1.0,2.0,45.91,mobile,0.22666666666666666,Low
L500145,C101570,MKT2000,09/05/2025,Meta,/quiz,0,35.0,North Central,False,,$6.95,0.0,38.0,non-binary,Lower-Middle,bronze,6.75,245.875,5.0,2.0,8.0,137.03,mobile,0.03333333333333333,Low
L500146,C100266,MKT2030,2025-01-17,Programmatic,/landing-a,5,9.0,South East,False,,7.68,5.0,31.0,female,Middle,silver,5.5,167.25,2.0,1.0,4.0,0.0,mobile,0.12,Low
L500147,C100536,MKT2028,2025-09-15,email,/landing-a,15,42.0,South South,False,,20.41,15.0,31.0,female,Lower-Middle,bronze,5.090909090909091,272.09090909090907,5.0,4.0,11.0,193.15,mobile,0.14666666666666667,Low
L500148,C100284,MKT2003,2025-02-06,CRM,/promo-summer,0,49.0,North Central,True,2025-02-25,1.0,0.0,39.0,female,Lower-Middle,silver,6.0,261.7,5.0,2.0,10.0,94.34,desktop,0.7933333333333333,High
L500149,C100365,MKT2000,2025-06-02,Meta,/new-arrivals,15,33.0,North Central,True,2025-06-28,10.92,15.0,25.0,female,Low,silver,4.0,155.5,1.0,1.0,4.0,0.0,tablet,0.7933333333333333,High
L500150,,MKT2010,2025-04-19,Google,/landing-a,0,5.0,South East,False,,16.93,0.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.2733333333333333,Low
L500151,C101748,MKT9999,2025-09-07,Meta,/new-arrivals,0,31.0,South South,False,,16.55,0.0,47.0,female,Middle,silver,5.5,228.42857142857144,6.0,4.0,14.0,78.57,phone,0.14666666666666667,Low
L500152,C101502,MKT9999,2025-02-24,Meta,/landing-b,10,7.0,North Central,False,,USD 15.62,10.0,22.0,female,Low,silver,6.0,239.875,3.0,2.0,8.0,0.0,mobile,0.06666666666666667,Low
L500153,C100577,MKT2032,2025-10-30,Google,/bundle-offer,20,44.0,North West,False,,13.88,20.0,28.0,male,Low,silver,7.272727272727272,227.27272727272728,6.0,3.0,11.0,0.0,desktop,0.06,Low
L500154,C100817,MKT2013,2025-04-02,Meta,/quiz,0,5.0,South East,False,,17.74,0.0,24.0,female,Low,gold,4.666666666666667,74.0,0.0,0.0,3.0,1356.8,mobile,0.04,Low
L500155,C100334,MKT2012,2025-05-29,Partner,/new-arrivals,0,57.0,South West,True,2025-06-08,15,0.0,35.0,female,Middle,gold,5.0,209.6,2.0,2.0,5.0,67.94,mobile,0.72,High
L500156,C100366,MKT2008,2025-04-12,Meta,/new-arrivals,0,66.0,North Central,True,2025-05-07,11.72,0.0,28.0,male,Upper-Middle,platinum,4.333333333333333,185.44444444444449,4.0,1.0,9.0,168.25,tablet,0.7,High
L500157,C101055,MKT2015,"May 26, 2025",Google,/landing-b,0,46.0,South South,True,2025-06-11,19.04,0.0,34.0,female,Upper-Middle,platinum,4.0,115.0,1.0,0.0,4.0,0.0,mobile,0.8466666666666667,High
L500158,C100430,MKT2026,2025-09-05,Google,/bundle-offer,0,32.0,South West,False,,19.6,0.0,34.0,female,Low,silver,5.5,262.8333333333333,3.0,2.0,6.0,44.72,mobile,0.12,Low
L500159,C101639,MKT2031,2025-10-18,Meta,/promo-summer,0,25.0,North West,True,2025-11-16,4.63,0.0,39.0,female,Middle,bronze,6.0,226.75,6.0,4.0,8.0,205.65,desktop,0.68,High
L500160,C100583,MKT2015,2025-05-26,Google,/bundle-offer,15,60.0,North Central,False,,$16.54,15.0,29.0,female,Upper-Middle,gold,5.833333333333333,143.66666666666666,2.0,1.0,6.0,183.46,mobile,0.22,Low
L500161,C101316,MKT2024,2025-08-12,Creator,/quiz,0,27.0,South South,False,,22.0,0.0,30.0,male,Upper-Middle,bronze,4.4,252.0,1.0,0.0,6.0,76.36,tablet,0.16,Low
L500162,C100691,MKT2008,01/04/2025,Meta,/bundle-offer,10,35.0,North West,False,,$13.92,10.0,22.0,male,Middle,silver,4.090909090909091,212.36363636363637,1.0,0.0,11.0,56.07,desktop,0.11333333333333333,Low
L500163,C10012,MKT2024,2025-08-12,Creator,/landing-a,20,30.0,South South,True,2025-09-01,27.85,20.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.7533333333333333,High
L500164,C100222,MKT2003,2025-02-02,CRM,/landing-b,0,34.0,South South,False,,$6.08,0.0,33.0,male,Middle,silver,4.777777777777778,216.11111111111111,1.0,0.0,9.0,7.98,mobile,0.12,Low
L500165,C100710,MKT2003,2025-02-01,CRM,/bundle-offer,20,44.0,North Central,False,,7.77,20.0,27.0,female,Middle,silver,6.833333333333333,194.0,2.0,1.0,6.0,82.88,desktop,0.20666666666666667,Low
L500166,C100196,MKT2014,"Oct 31, 2025",Google,/landing-b,0,34.0,North Central,True,2025-11-22,19.3,0.0,44.0,male,Lower-Middle,gold,4.4,233.7,4.0,2.0,10.0,0.0,mobile,0.52,Medium
L500167,C101848,MKT2019,2025-07-16,Meta,/promo-summer,10,51.0,South West,False,,19.23,10.0,28.0,female,Middle,bronze,5.4,228.1,6.0,4.0,10.0,74.28,desktop,0.6666666666666666,High
L500168,C100665,MKT2021,2026-01-07,Partner,/landing-b,15,54.0,South West,False,,7.45,15.0,32.0,female,Low,gold,3.6,163.0,0.0,0.0,5.0,44.8,tab,0.24666666666666667,Low
L500169,C101067,MKT2023,2025-08-07,CRM,/landing-b,5,44.0,South East,False,,$1.00,5.0,32.0,male,Middle,silver,5.8,217.1,4.0,3.0,10.0,127.09,mobile,0.38666666666666666,Medium
L500170,C100513,MKT2026,2025-09-14,Google,/landing-b,0,54.0,South South,False,,$13.34,0.0,52.0,male,Upper-Middle,gold,4.7272727272727275,239.63636363636363,7.0,2.0,11.0,40.94,mobile,0.08666666666666667,Low
L500171,C100996,MKT2015,2025-06-02,Google,/landing-b,20,48.0,North Central,False,,20.71,20.0,45.0,female,Middle,bronze,6.153846153846154,292.5,6.0,4.0,13.0,0.0,mobile,0.12666666666666668,Low
L500172,C100385,MKT2002,2025-02-01,Google,/quiz,10,17.0,North West,False,,18.23,10.0,36.0,male,Upper-Middle,bronze,5.333333333333333,229.16666666666663,2.0,1.0,6.0,0.0,tablet,0.21333333333333335,Low
L500173,C100057,MKT2012,2025-06-13,Partner,/landing-a,15,13.0,North West,False,,14.31,15.0,20.0,male,Middle,bronze,6.0,213.0,1.0,0.0,7.0,141.44,mobile,0.11333333333333333,Low
L500174,C101769,MKT2028,2025-10-06,Google,/landing-a,10,42.0,North Central,False,,31.13,10.0,30.0,female,Middle,bronze,5.0,170.28571428571428,2.0,2.0,7.0,0.0,mobile,0.15333333333333332,Low
L500175,C102394,MKT2009,"May 05, 2025",Creator,/new-arrivals,0,23.0,South South,False,,17.74,0.0,120.0,male,Middle,bronze,5.285714285714286,160.0,2.0,1.0,7.0,0.0,mobile,0.16,Low
L500176,C100637,MKT2023,2025-08-15,CRM,/promo-summer,20,47.0,North Central,False,,7.34,20.0,34.0,male,Upper-Middle,silver,5.875,214.42857142857144,1.0,1.0,8.0,0.0,mobile,0.25333333333333335,Low
L500177,C100018,MKT2008,2025-03-23,Meta,/quiz,10,34.0,North Central,False,,9.97,10.0,0.0,male,Middle,silver,5.5,223.5,4.0,2.0,8.0,17.95,mobile,0.02,Low
L500178,C101572,MKT2015,2025-06-05,Google,/quiz,0,16.0,North Central,False,,12.33,0.0,40.0,male,Lower-Middle,gold,5.25,154.5,1.0,1.0,4.0,62.900000000000006,mobile,0.17333333333333334,Low
L500179,C100998,MKT2014,2025-10-08,Google,/landing-b,10,58.0,North West,False,,20.03,10.0,18.0,male,Middle,bronze,5.5,305.0,3.0,2.0,6.0,115.96,desktop,0.18666666666666668,Low
L500180,C102313,MKT2022,2025-08-15,CRM,/landing-b,20,16.0,North West,False,,8.91,20.0,30.0,male,Low,silver,5.333333333333333,159.33333333333334,1.0,0.0,3.0,63.4,tab,0.21333333333333335,Low
L500181,C100006,MKT2015,06-09-2025,Google,/bundle-offer,20,27.0,South West,False,,16.54,20.0,25.0,female,Low,bronze,6.333333333333333,217.33333333333337,3.0,2.0,3.0,0.0,tablet,0.08,Low
L500182,C101181,MKT2003,12/02/2025,CRM,/new-arrivals,10,65.0,South South,True,02-19-2025,9.96,10.0,28.0,female,High,gold,4.25,223.75,1.0,0.0,4.0,0.0,mobile,0.5733333333333334,Medium
L500183,C101499,MKT2021,2025-12-28,Partner,/landing-a,15,5.0,North West,False,,15.37,15.0,46.0,male,Lower-Middle,silver,5.5,204.5,5.0,1.0,12.0,0.0,desktop,0.07333333333333333,Low
L500184,C101574,MKT2026,2025-09-22,Google,/bundle-offer,20,28.0,North West,True,2025-09-22,21.69,20.0,23.0,male,Upper-Middle,bronze,5.666666666666667,221.11111111111111,5.0,3.0,9.0,0.0,desktop,0.46,Medium
L500185,C101762,MKT2017,2025-06-21,Meta,/new-arrivals,10,64.0,South West,True,2025-07-21,13.02,10.0,26.0,female,Middle,gold,5.25,162.5,4.0,1.0,8.0,76.8,mobile,0.86,High
L500186,C100055,MKT2023,14/08/2025,CRM,/quiz,10,27.0,South West,True,2025-09-02,2.65,10.0,25.0,male,Lower-Middle,silver,6.571428571428571,167.14285714285714,2.0,1.0,7.0,0.0,mobile,0.23333333333333334,Low
L500187,C101349,MKT2014,2025-10-19,Google,/bundle-offer,0,48.0,South West,False,,18.0,0.0,36.0,female,Middle,gold,5.153846153846154,276.84615384615387,6.0,3.0,13.0,0.0,desktop,0.6933333333333334,High
L500188,C100705,MKT2002,02-04-2025,Google,/bundle-offer,0,37.0,South East,True,02-16-2025,21.06,0.0,31.0,female,Middle,gold,6.142857142857143,217.42857142857144,4.0,1.0,7.0,22.71,desktop,0.6933333333333334,High
L500189,C102126,MKT2029,2025-10-21,Google,/new-arrivals,10,36.0,South West,True,2025-10-30,$16.17,10.0,37.0,female,Upper-Middle,bronze,5.9,189.9,5.0,4.0,10.0,205.96,mobile,0.48,Medium
L500190,C102242,MKT2020,"May 31, 2025",CRM,/bundle-offer,0,63.0,South South,True,2025-06-05,3.9,0.0,35.0,female,Lower-Middle,gold,4.333333333333333,329.1666666666667,2.0,1.0,6.0,90.65,mobile,0.7,High
L500191,C101751,MKT2020,2025-06-28,CRM,/landing-b,10,44.0,South South,True,2025-07-15,USD 6.73,10.0,31.0,female,Lower-Middle,gold,4.333333333333333,160.16666666666666,3.0,2.0,6.0,234.18,mobile,0.8,High
L500192,C101870,MKT2017,2025-06-21,Meta,/promo-summer,0,42.0,South West,False,,10.25,0.0,18.0,non-binary,Lower-Middle,bronze,6.285714285714286,224.57142857142856,3.0,1.0,7.0,0.0,mobile,0.15333333333333332,Low
L500193,C100172,MKT2028,2025-10-23,Google,/quiz,0,5.0,North Central,False,,25.83,0.0,57.0,female,Lower-Middle,bronze,4.75,251.875,2.0,1.0,8.0,0.0,mobile,0.08666666666666667,Low
L500194,C101921,MKT2024,2025-08-19,Creator,/bundle-offer,10,67.0,South South,True,2025-08-29,18.6,10.0,39.0,female,High,gold,6.666666666666667,237.16666666666663,5.0,2.0,12.0,0.0,desktop,0.7866666666666666,High
L500195,C101923,MKT2009,2025-04-06,Creator,/promo-summer,0,45.0,South South,True,04-17-2025,16.35,0.0,23.0,female,High,gold,4.076923076923077,196.84615384615384,7.0,3.0,13.0,77.43,tablet,0.8333333333333334,High
L500196,C102097,MKT2003,2025-02-19,CRM,/bundle-offer,10,42.0,South West,True,2025-03-06,2.96,10.0,26.0,male,Middle,gold,5.6,245.0,6.0,2.0,10.0,12.32,mobile,0.38666666666666666,Medium
L500197,C100021,MKT2010,2025-04-24,Google,/landing-a,10,47.0,South South,False,,20.56,10.0,42.0,male,Upper-Middle,gold,5.25,219.75,1.0,0.0,4.0,0.0,mobile,0.5866666666666667,Medium
L500198,C100557,MKT2017,02/07/2025,Meta,/quiz,0,53.0,North Central,True,2025-07-18,USD 11.65,0.0,58.0,male,High,gold,5.4,197.3,6.0,2.0,10.0,133.23,desktop,0.82,High
L500199,C101615,MKT2017,06/06/2025,Meta,/promo-summer,20,53.0,South West,True,2025-06-09,6.36,20.0,47.0,male,Middle,gold,4.6,143.6,1.0,0.0,5.0,34.52,mobile,0.8533333333333334,High
L500200,C101897,MKT2014,2025-10-19,Google,/landing-b,10,47.0,North West,False,,20.08,10.0,34.0,male,Upper-Middle,gold,4.7272727272727275,252.0,2.0,1.0,11.0,89.28,mobile,0.12666666666666668,Low
L500201,,MKT2021,12-30-2025,Partner,/landing-b,5,38.0,North Central,True,2026-01-02,14.9,5.0,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,,Unknown,0.8466666666666667,High
L500202,C101465,MKT2013,2025/05/26,Meta,/landing-a,15,43.0,South East,False,,11.22,15.0,23.0,male,Upper-Middle,silver,6.142857142857143,198.42857142857144,4.0,0.0,7.0,0.0,desktop,0.13333333333333333,Low
L500203,C100000,MKT2031,2025-11-03,Meta,/bundle-offer,0,8.0,South West,False,,$7.36,0.0,31.0,male,Low,bronze,5.5,203.5,3.0,0.0,10.0,70.38,desktop,0.16,Low
L500204,C101319,MKT2020,2025-06-21,CRM,/landing-a,0,44.0,South East,True,"Jul 10, 2025",2.94,0.0,45.0,male,Upper-Middle,silver,5.7,340.6,4.0,3.0,10.0,60.400000000000006,mobile,0.24,Low
L500205,C101384,MKT2021,2025-12-21,Partner,/bundle-offer,5,23.0,North Central,False,,8.53,5.0,20.0,female,Middle,bronze,5.8,256.7142857142857,6.0,4.0,15.0,0.0,mobile,0.5066666666666667,Medium
L500206,C101692,MKT2013,2025-04-07,Meta,/landing-b,5,41.0,North Central,False,,18.56,5.0,49.0,male,Upper-Middle,silver,4.4,243.0,5.0,3.0,10.0,30.03,mobile,0.15333333333333332,Low
L500207,C100963,MKT2013,2025-04-11,Meta,/landing-b,10,60.0,South South,True,"Apr 12, 2025",16,10.0,36.0,male,Upper-Middle,silver,2.75,288.5,2.0,0.0,4.0,13.07,tablet,0.8533333333333334,High
L500208,C101390,MKT2024,2025/09/08,Creator,/bundle-offer,10,5.0,North Central,True,2025-09-30,20.68,10.0,47.0,male,Low,bronze,4.125,206.25,2.0,1.0,8.0,0.0,mobile,0.68,High
L500209,C101101,MKT2025,2025-08-18,Meta,/landing-b,0,22.0,South West,False,,14.75,0.0,18.0,female,Middle,bronze,5.25,221.625,3.0,0.0,8.0,35.37,mobile,0.13333333333333333,Low
L500210,C101148,MKT2008,"Apr 03, 2025",Meta,/quiz,10,14.0,North West,False,,USD 19.17,10.0,32.0,female,Low,bronze,4.857142857142857,155.71428571428572,3.0,1.0,7.0,143.22,tablet,0.013333333333333334,Low
L500211,C102132,MKT2001,2025-02-01,Google,/landing-a,20,45.0,North West,True,"Mar 01, 2025",14.62,20.0,23.0,female,Lower-Middle,silver,5.777777777777778,265.6666666666667,5.0,3.0,9.0,0.0,mobile,0.8,High
L500212,C101065,MKT2029,2025-10-01,Google,/landing-a,15,21.0,South West,False,,13.63,15.0,41.0,female,Middle,silver,5.25,290.25,5.0,3.0,8.0,198.83999999999995,tablet,0.12666666666666668,Low
L500213,C100216,MKT2012,2025-06-08,Partner,/new-arrivals,-5,30.0,South East,False,,20.02,-5.0,26.0,male,Low,bronze,5.8125,182.6875,6.0,3.0,16.0,0.0,desktop,0.11333333333333333,Low
L500214,C101823,MKT2026,2025-09-15,Google,/promo-summer,10,28.0,South West,True,2025/09/15,12.74,10.0,20.0,female,Low,gold,4.777777777777778,269.22222222222223,3.0,1.0,9.0,51.49,tab,0.74,High
L500215,C101852,MKT2006,2025-03-07,Meta,/promo-summer,0,20.0,South South,False,,16.07,0.0,34.0,female,Low,silver,5.625,193.5,2.0,2.0,8.0,14.34,tablet,0.29333333333333333,Low
L500216,C100062,MKT2011,2025-05-01,CRM,/landing-a,10,35.0,South West,True,2025-05-02,$2.66,10.0,32.0,female,Middle,bronze,5.7272727272727275,237.8181818181818,6.0,4.0,11.0,0.0,mobile,0.84,High
L500217,C101383,MKT2013,2025-04-15,Meta,/landing-b,0,46.0,south west,True,2025-05-03,10.73,0.0,18.0,female,Upper-Middle,silver,5.375,212.625,3.0,2.0,8.0,147.85,mobile,0.7933333333333333,High
L500218,C100722,MKT2009,2025/04/12,Creator,/promo-summer,15,46.0,South West,False,,12.1,15.0,31.0,female,Upper-Middle,silver,4.818181818181818,252.54545454545453,4.0,3.0,11.0,1241.99,tablet,0.14,Low
L500219,C100344,MKT2023,"Aug 23, 2025",CRM,/new-arrivals,10,56.0,South West,True,2025/09/05,10.6,10.0,28.0,male,Upper-Middle,silver,7.2,286.6,3.0,1.0,5.0,0.0,mobile,0.8266666666666667,High
L500220,C100063,MKT2006,"Mar 16, 2025",Meta,/landing-b,10,26.0,North Central,False,,11.56,10.0,32.0,male,Middle,silver,4.666666666666667,1371.5,2.0,2.0,6.0,0.0,desktop,0.14,Low
L500221,C101670,MKT2005,2025-02-20,Meta,/landing-b,20,48.0,South West,True,2025-03-12,USD 15.46,20.0,41.0,male,High,silver,5.5,236.6,4.0,3.0,10.0,43.34,mobile,0.8066666666666666,High
L500222,C100951,MKT2032,2025-11-12,Google,/landing-b,10,26.0,South South,False,,15.02,10.0,36.0,male,Low,silver,5.222222222222222,198.0,5.0,1.0,9.0,0.0,mobile,0.2,Low
L500223,C100033,MKT2023,2025-08-16,CRM,/promo-summer,5,54.0,South West,False,,USD 4.42,5.0,20.0,female,Lower-Middle,bronze,6.2,190.6,2.0,1.0,10.0,45.52,mobile,0.14,Low
L500224,C101747,MKT2031,2025-11-15,Meta,/new-arrivals,10,42.0,South West,False,,17.44,10.0,25.0,male,Lower-Middle,silver,6.666666666666667,209.30769230769232,7.0,4.0,13.0,0.0,mobile,0.1,Low
L500225,C100231,MKT2019,13/08/2025,Meta,/bundle-offer,10,62.0,south west,True,2025-09-10,14.75,10.0,44.0,female,Middle,gold,6.666666666666667,197.0,1.0,1.0,3.0,0.0,desktop,0.5066666666666667,Medium
L500226,C101705,MKT2035,"Nov 23, 2025",Google,/landing-a,0,34.0,South West,True,2025-12-18,24.41,0.0,20.0,non-binary,Upper-Middle,bronze,6.4,259.0,0.0,0.0,5.0,0.0,mobile,0.7733333333333333,High
L500227,C101864,MKT2004,2025-09-02,Partner,/bundle-offer,0,54.0,South West,False,,18.84,0.0,30.0,female,Upper-Middle,gold,5.916666666666667,216.08333333333337,6.0,1.0,12.0,87.49,mobile,0.26,Low
L500228,C100395,MKT2007,2025-04-10,Creator,/landing-b,0,29.0,North Central,True,2025-04-19,26.9,0.0,32.0,male,Lower-Middle,gold,5.2,242.7,6.0,3.0,10.0,91.82,mobile,0.7266666666666667,High
L500229,C102174,MKT2019,2025-06-27,Meta,/bundle-offer,10,77.0,South West,True,2025-07-09,18.2,10.0,18.0,female,High,platinum,5.428571428571429,186.42857142857144,4.0,3.0,7.0,0.0,desktop,0.8066666666666666,High
L500230,C101766,MKT2011,2025-04-24,CRM,/promo-summer,15,5.0,North West,False,,$3.42,15.0,34.0,female,Low,bronze,5.384615384615385,225.15384615384616,6.0,6.0,13.0,33.07,mobile,0.16666666666666666,Low
L500231,C100047,MKT2028,2025-09-22,Google,/promo-summer,10,45.0,North Central,False,,$17.43,10.0,26.0,female,Middle,gold,6.0,214.8,2.0,0.0,5.0,260.46,mobile,0.05333333333333334,Low
L500232,C101657,MKT2026,09-15-2025,Google,/quiz,10,35.0,North West,False,,21.4,10.0,26.0,male,High,silver,4.0,233.5,2.0,1.0,4.0,83.78999999999999,mobile,0.07333333333333333,Low
L500233,C101931,MKT2001,2025-01-19,Google,/bundle-offer,15,18.0,North Central,False,,22.26,15.0,33.0,female,Low,silver,3.3333333333333335,213.0,1.0,1.0,6.0,0.0,mobile,0.24666666666666667,Low
L500234,C101837,MKT2023,2025-08-24,CRM,/quiz,5,30.0,South East,True,2025/09/18,6.72,5.0,48.0,female,Upper-Middle,gold,6.285714285714286,182.5,3.0,2.0,8.0,99.92,mobile,0.8533333333333334,High
L500235,C101248,MKT2020,2025-07-05,CRM,/new-arrivals,5,37.0,South South,False,,5.19,5.0,53.0,male,Lower-Middle,gold,6.111111111111111,213.22222222222223,3.0,0.0,9.0,100.7,mobile,0.5266666666666666,Medium
L500236,C101208,MKT2032,2025-11-01,Google,/quiz,10,56.0,South West,False,,12.61,10.0,36.0,male,Low,silver,4.857142857142857,199.42857142857144,0.0,0.0,7.0,69.96,desktop,0.15333333333333332,Low
L500237,C101400,MKT2011,2025-04-29,CRM,/quiz,20,42.0,South West,False,,3.25,20.0,31.0,male,Upper-Middle,bronze,8.5,253.0,1.0,0.0,2.0,154.46,desktop,0.08666666666666667,Low
L500238,C100013,MKT2020,16/04/2025,CRM,/bundle-offer,20,51.0,South West,True,2025-04-17,1.0,20.0,32.0,female,Lower-Middle,bronze,5.666666666666667,203.66666666666663,0.0,0.0,6.0,0.0,mobile,0.4,Medium
