lead_id,customer_id,campaign_id,lead_date,lead_source,landing_page,discount_offered_pct,lead_score,observed_region,converted_30d,conversion_date,acquisition_cost_usd
L500282,C101549,MKT2012,2025-06-14,Partner,/landing-a,20,67,South West,Yes,2025-07-01,7.72
L500283,C100536,MKT2005,2025-03-12,Meta,/promo-summer,0,45,South South,No,,13.05
L500284,C100371,MKT2001,2025-01-24,Google,/landing-a,0,42,South West,No,,16.82
L500285,C10012,MKT2028,2025-09-26,Google,/new-arrivals,5,38,North West,No,,USD 19.12
L500286,C101191,MKT2010,2025-05-14,Google,/landing-b,5,65,South South,No,,15.81
L500287,C101595,MKT2002,2025/01/27,Google,/new-arrivals,10,21,South West,No,,17.4
L500288,C100914,MKT2019,2025-07-19,Meta,/landing-a,10,41,South West,No,,9.92
L500289,C100432,MKT2003,2025/02/18,CRM,/promo-summer,10,41,South South,No,,1
L500290,C100315,MKT2008,2025-03-20,Meta,/bundle-offer,20,48,South West,No,,13.32
L500291,C102361,MKT2026,2025-09-29,Google,/landing-b,5,42,North Cntrl,No,,22.21
L500292,C101871,MKT2004,2025-09-03,Partner,/landing-b,0,39,North Central,Yes,2025-09-18,15.16
L500293,C101573,MKT2026,2025-09-03,Google,/quiz,10,40,South East,No,,12.35
L500294,C101745,MKT2007,2025-04-16,Creator,/promo-summer,10,21,North Central,No,,27.32
L500295,C101205,MKT2027,2025-04-28,Google,/new-arrivals,0,26,North Central,No,,13.81
L500296,C100114,MKT2016,2025-06-09,CRM,/bundle-offer,0,33,South East,No,,$9.32
L500297,C100236,MKT2032,2025-10-31,Google,/landing-b,0,18,North Central,No,,18.52
L500298,C100453,MKT2016,2025-06-13,CRM,/quiz,0,66,South West,Yes,2025-07-07,2.83
L500299,C100235,MKT2028,2025-10-08,Google,/landing-b,15,30,South South,No,,16.1
L500300,C101070,MKT2003,2025-02-06,CRM,/bundle-offer,20,64,South West,Yes,2025-02-12,4.33
L500301,C101812,MKT2002,2025-02-09,Google,/new-arrivals,15,40,South South,No,,22.74
L500302,C100108,MKT2015,11/06/2025,Google,/landing-a,15,46,South West,Yes,2025-07-04,22.63
L500303,C100234,MKT2017,2025-06-08,Meta,/promo-summer,5,47,South East,No,,$17.26
L500304,C102031,MKT2007,2025-03-08,Creator,/landing-b,20,53,South South,Yes,2025-03-31,21
L500305,C100370,MKT2033,"Nov 13, 2025",Programmatic,/bundle-offer,10,45,South South,Yes,2025-12-03,12.85
L500306,C100150,MKT2027,2025-04-27,Google,/bundle-offer,15,56,South West,No,,18.78
L500307,C101811,MKT2007,03-27-2025,Creator,/new-arrivals,0,36,South South,No,,12.13
L500308,C102232,MKT2031,2025-10-21,Meta,/bundle-offer,15,35,South West,No,,14
L500309,C101409,MKT2007,2025-03-09,Creator,/landing-b,20,21,South East,No,,24.73
L500310,C102267,MKT2019,2025-07-23,Meta,/new-arrivals,20,32,South South,No,,$3.31
L500311,C100070,MKT2026,2025-09-16,Google,/promo-summer,0,25,South East,No,,12.65
L500312,C102110,MKT2024,2025-08-31,Creator,/quiz,20,43,South West,No,,USD 17.41
L500313,C100193,MKT2014,2025-10-10,Google,/bundle-offer,5,33,South West,No,,14.62
L500314,C100044,MKT2020,2025-07-06,CRM,/promo-summer,20,49,South West,Yes,2025-08-02,4.08
L500315,C102212,MKT2008,2025-04-02,Meta,/bundle-offer,10,73,South West,No,,$13.98
L500316,C101456,MKT2007,2025-04-01,Creator,/bundle-offer,0,62,North West,No,,17.94
L500317,C101608,MKT2025,2025-09-02,Meta,/new-arrivals,15,73,South West,Yes,2025-10-02,10.25
L500318,C102216,MKT2019,06/07/2025,Meta,/bundle-offer,15,25,North West,Yes,2025-08-05,15.7
L500319,C101822,MKT2006,"Mar 15, 2025",Meta,/landing-b,10,38,North West,Yes,2025-04-07,23.61
L500320,C100507,MKT2019,2025-07-18,Meta,/quiz,0,22,South South,No,,$16.07
L500321,C102370,MKT2025,2025-08-25,Meta,/new-arrivals,0,24,South South,No,,9.07
L500322,C100931,MKT2006,2025-03-02,Meta,/landing-b,0,42,South South,No,,19.69
L500323,C101574,MKT2013,03/06/2025,Meta,/quiz,10,25,North West,Yes,2025-06-03,17.55
L500324,C100528,MKT2009,"Mar 28, 2025",Creator,/new-arrivals,10,32,North Central,No,,27.59
L500325,C100364,MKT2005,2025-02-24,Meta,/landing-a,10,35,South South,Yes,2025-03-25,13.17
L500326,C101400,MKT2002,2025-01-26,Google,/bundle-offer,20,52,South West,No,,20.12
L500327,C100482,MKT2011,2025-04-23,CRM,/landing-a,10,48,South West,Yes,2025-05-21,1.0
L500328,C100287,MKT2025,2025-09-15,crm,/landing-b,10,19,South West,No,,$19.54
L500329,C100155,MKT2001,2025-01-26,Google,/promo-summer,0,32,North Central,Yes,02-01-2025,USD 23.58
L500330,C101943,MKT2022,2025-08-14,CRM,/new-arrivals,0,35,South West,No,,6.22
L500331,C101142,MKT2009,2025-04-03,Creator,/quiz,0,42,South South,No,,21.46
L500332,C101752,MKT2025,"Sep 15, 2025",Meta,/landing-a,10,27,South West,No,,13.78
L500333,C101145,MKT2011,2025-05-03,CRM,/landing-b,15,30,North Central,No,,7.1
L500334,C100307,MKT2032,2025-11-16,Google,/new-arrivals,20,58,North Central,No,,$14.33
L500335,C101440,MKT2015,2025-06-06,Google,/landing-b,15,34,North Central,No,,$21.29
L500336,C101610,MKT2035,2025-11-18,Google,/quiz,20,18,North West,No,,21.88
L500337,C101439,MKT2022,2025-08-02,CRM,/landing-b,15,43,South West,Yes,2025-08-29,3.52
L500338,C101839,MKT2027,2025-04-24,Google,/landing-b,15,16,North West,No,,USD 18.82
L500339,C101388,MKT2020,2025/07/05,CRM,/quiz,15,45,North Central,No,,7.66
L500340,C100118,MKT2013,2025-02-10,Meta,/quiz,0,5,North West,No,,13.57
L500341,C101647,MKT2026,09-19-2025,Google,/landing-b,0,43,South West,Yes,2025-09-26,21.3
L500342,C101394,MKT2018,2025-07-14,Meta,/quiz,0,35,South East,No,,18.89
L500343,C101783,MKT2033,2025-11-11,Programmatic,/landing-b,15,33,North Central,No,,$8.68
L500344,C101150,MKT2022,08-31-2025,CRM,/promo-summer,0,28,North Central,Yes,"Sep 03, 2025",9.91
L500345,C101801,MKT2029,2025-10-04,Google,/new-arrivals,20,26,South West,No,,20.31
L500346,C101817,MKT2000,2025-05-15,Meta,/quiz,0,45,South West,No,,6.6
L500347,C101572,MKT2027,2025-04-16,Google,/landing-b,20,47,North Central,Yes,17/04/2025,21
L500348,C101211,MKT2009,2025-05-01,Creator,/bundle-offer,10,39,North Central,No,,20
L500349,C101643,MKT2006,2025-02-28,Meta,/quiz,0,53,South South,No,,11.44
L500350,C102295,MKT2013,2025-01-09,Meta,/new-arrivals,10,22,South West,No,,16
L500351,C100512,MKT2019,2025-08-11,Meta Ads,/new-arrivals,15,29,South South,Yes,2025-08-16,17.08
L500352,C101332,MKT2012,2025-05-01,Partner,/landing-a,20,14,South South,Yes,2025-05-06,10.49
L500353,C100330,MKT2022,"Aug 22, 2025",creator ,/new-arrivals,5,16,North Central,No,,1.0
L500354,C102114,MKT2011,2025-04-29,CRM,/quiz,20,24,South West,No,,4.02
L500355,C102320,MKT2030,2025-01-12,Programmatic,/new-arrivals,20,38,South West,Yes,2025-01-29,2.27
L500356,C101896,MKT2027,2025-04-14,Google,/landing-a,10,42,North Central,Yes,2025-05-03,16.61
L500357,C100638,MKT2012,2025-05-31,Partner,/landing-a,10,15,South South,No,,16.01
L500358,C101793,MKT2026,2025-08-30,Google,/new-arrivals,15,28,North West,Yes,2025-09-20,18
L500359,C102276,MKT2002,2025-02-09,Google,/quiz,10,34,North West,No,,21.84
L500360,C100649,MKT2016,2025-06-18,CRM,/landing-a,0,9,North Central,No,,USD 3.74
L500361,,MKT2032,2025-11-01,Google,/promo-summer,0,38,North Central,No,,USD 21.47
L500362,C102377,MKT2002,2025-02-23,Google,/quiz,20,25,North West,No,,15.9
L500363,C101511,MKT2025,2025-08-30,Meta,/landing-b,0,43,South South,Yes,19/09/2025,29.36
L500364,C100571,MKT2018,2025-07-11,Meta,/quiz,15,43,South West,No,,14.5
L500365,C102020,MKT2033,2025-11-04,Programmatic,/new-arrivals,10,38,South West,No,,8.71
L500366,C101551,MKT2032,2025-11-10,Google,/new-arrivals,15,50,South West,Yes,2025-11-12,8.99
L500367,C102037,MKT2004,2025-09-02,Partner,/new-arrivals,20,21,South West,No,,15.71
L500368,C101206,MKT2009,04-06-2025,Creator,/bundle-offer,5,35,South South,No,,19
L500369,C100106,MKT2010,2025-04-23,Google,/bundle-offer,20,26,South East,No,,20.65
L500370,C101732,MKT2012,2025-05-01,Partner,/landing-a,10,57,South South,No,,6.1
L500371,C102153,MKT2000,2025-05-22,Meta,/promo-summer,20,60,South West,Yes,2025-05-22,16.92
L500372,C100138,MKT2022,2025-07-23,CRM,/new-arrivals,0,33,North West,No,,1
L500373,C100053,MKT2003,2025-02-21,CRM,/landing-a,15,38,South West,No,,8.7
L500374,C100677,MKT2011,2025-04-19,CRM,/quiz,10,5,North West,No,,3.17
L500375,C101342,MKT2013,05-01-2025,Meta,/landing-a,10,13,South South,Yes,2025-05-19,10.67
L500376,C102168,MKT2010,2025-05-15,Google,/landing-b,0,41,South West,No,,13.45
L500377,C101445,MKT2002,01-27-2025,Google,/new-arrivals,0,47,North Central,Yes,2025-02-18,16.54
L500378,C101974,MKT2033,2025-10-29,Programmatic,/landing-b,15,12,North Central,Yes,2025-11-02,17.08
L500379,C101982,MKT2009,2025-03-29,Creator,/landing-a,0,29,South South,No,,24.23
L500380,C101274,MKT2027,2025-04-23,Google,/landing-b,5,53,South West,Yes,2025-04-27,USD 16.55
L500381,C100982,MKT2009,2025-04-20,Creator,/bundle-offer,5,24,North Central,Yes,2025-04-20,23.05
L500382,C101826,MKT2007,"Mar 20, 2025",Creator,/promo-summer,0,55,South South,No,,17.74
L500383,C101331,MKT2007,2025-03-18,Creator,/landing-b,15,60,South West,Yes,2025-04-16,25.75
L500384,C101527,MKT2033,2025-11-27,Programmatic,/landing-a,20,15,South West,No,,$7.93
L500385,C100351,MKT2003,2025-02-24,CRM,/bundle-offer,20,47,South West,Yes,2025-03-04,1.0
L500386,C101799,MKT2024,2025-08-23,Creator,/quiz,0,34,South West,No,,25.45
L500387,C101501,MKT2024,2025-09-11,Creator,/bundle-offer,0,53,South South,No,,21.68
L500388,C102097,MKT2035,2025-11-29,Google,/bundle-offer,10,61,South West,No,,16
L500389,C100853,MKT2032,2025-11-09,Google,/promo-summer,0,34,South West,Yes,2025-12-07,15.21
L500390,C100756,MKT2030,"Feb 04, 2025",Programmatic,/landing-a,0,45,South West,No,,14.06
L500391,C100152,MKT2034,2025-07-22,Meta,/new-arrivals,0,36,North West,No,,17.35
L500392,C100633,MKT2013,2025-03-26,Meta,/landing-b,10,58,North West,No,,USD 15.72
L500393,C100291,MKT2009,2025-04-06,Creator,/landing-a,0,29,South West,No,,$12.04
L500394,C101585,MKT2004,2025-09-02,Partner,/promo-summer,10,17,North Central,No,,12.71
L500395,C101029,MKT2014,2025-10-21,crm,/landing-b,0,28,South South,Yes,2025-11-11,17.69
L500396,C101689,,2025-11-30,Google,/landing-a,10,69,South West,No,,$18.74
L500397,C101375,MKT2018,2025-09-03,Meta,/landing-b,0,13,South East,No,,19.52
L500398,C101842,MKT2032,11-01-2025,Google,/bundle-offer,0,48,South South,No,,15.57
L500399,C101468,MKT2023,2025-07-30,CRM,/bundle-offer,15,48,North West,No,,3.07
L500400,C101634,MKT2015,2025-06-01,Google,/new-arrivals,15,38,South West,No,,11.19
L500401,C101239,MKT2004,2025-09-02,Partner,/quiz,10,57,South West,No,,5.54
L500402,C101534,MKT2004,2025-09-02,Partner,/landing-b,15,50,South South,No,,9.67
L500403,C102043,MKT2011,2025-04-22,CRM,/quiz,20,38,South South,No,,$2.16
L500404,C102090,MKT2007,2025-03-18,Creator,/new-arrivals,5,56,South South,Yes,03-20-2025,$25.66
L500405,C101366,MKT2001,2025-01-26,Google,/bundle-offer,15,49,South South,No,,21.18
L500406,C100625,MKT2008,2025-04-23,Meta,/landing-b,0,43,North Central,Yes,04-25-2025,18.86
L500407,C102066,MKT2026,2025-08-30,Google,/quiz,15,42,South South,No,,14
L500408,C100677,MKT2023,2025-08-01,CRM,/landing-b,0,41,North West,No,,2.04
L500409,C100975,MKT2033,2025-11-01,Programmatic,/new-arrivals,10,29,South West,No,,8.59
L500410,C101291,MKT2007,2025-03-19,Creator,/promo-summer,0,28,South South,No,,28.01
L500411,C100798,MKT2016,2025-06-14,CRM,/landing-b,0,35,North Central,No,,5.05
L500412,C100061,MKT2025,09-17-2025,Meta,/landing-a,15,13,North West,No,,USD 14.02
L500413,C102202,MKT2016,"Jun 19, 2025",CRM,/quiz,5,27,South West,No,,$1.00
L500414,C100927,MKT2017,2025-06-09,Meta,/bundle-offer,5,13,South South,No,,10.2
L500415,C102333,MKT2019,2025-07-19,Meta,/landing-b,10,50,South West,Yes,2025-08-10,$7.20
L500416,C100705,MKT2034,2025-07-25,Meta,/landing-b,10,30,South East,No,,$14.06
L500417,C100239,,2025-10-16,Meta,/quiz,20,22,North Central,No,,17.65
L500418,C101627,MKT2026,2025-09-16,Google,/promo-summer,5,39,South West,Yes,2025-09-16,21.78
L500419,C100288,MKT2022,2025/08/04,CRM,/promo-summer,0,34,South West,Yes,2025-08-29,8.82
L500420,C102231,MKT2001,2025-02-04,Google,/bundle-offer,15,35,South-West,No,,17.83
L500421,C100758,MKT2003,2025-02-08,CRM,/new-arrivals,10,37,South South,No,,1.0
L500422,C100059,MKT2019,07-06-2025,Meta,/new-arrivals,0,21,North West,No,,9.8
L500423,,MKT2020,2025-04-16,CRM,/landing-b,20,34,North Central,No,,2.02
L500424,C101464,MKT2028,2025-10-20,Google,/landing-b,5,32,South West,No,,29.0
L500425,C100903,MKT2008,"Mar 22, 2025",Meta,/promo-summer,0,7,South East,No,,10.57
L500426,C100559,MKT2024,2025-09-07,Creator,/new-arrivals,0,65,South West,Yes,2025-09-19,23.77
L500427,C100587,MKT2020,2025/05/11,CRM,/new-arrivals,15,5,South East,No,,$7.54
L500428,C100786,MKT2028,2025/10/20,Google,/new-arrivals,0,21,North Central,Yes,2025/10/22,14.69
L500429,C100249,MKT2007,2025/03/08,Creator,/promo-summer,5,38,South West,No,,21.57
L500430,C100956,MKT2033,2025-11-19,Programmatic,/landing-a,5,42,South West,No,,14.17
L500431,C101887,MKT2025,2025-08-28,Meta,/bundle-offer,0,47,South West,No,,11.67
L500432,C100807,MKT2015,2025-06-13,Google,/bundle-offer,15,35,North West,No,,17.05
L500433,C100008,MKT2012,"May 15, 2025",Partner,/promo-summer,5,29,North Central,No,,11.52
L500434,C100232,MKT2025,2025-09-19,Meta,/new-arrivals,15,12,North West,No,,17.64
L500435,C100912,MKT2004,2025-09-02,Partner,/promo-summer,20,67,South East,No,,11.78
L500436,C100149,MKT2030,2025-02-03,Programmatic,/new-arrivals,10,19,South West,No,,12.55
L500437,C100355,MKT2013,"Mar 03, 2025",Meta,/promo-summer,15,63,South West,Yes,2025-03-31,18.39
L500438,C101515,MKT2014,2025-10-29,Google,/bundle-offer,10,74,South West,No,,20.66
L500439,C100831,MKT2016,2025-06-04,CRM,/quiz,15,63,North Central,Yes,2025-06-12,USD 6.97
L500440,C101190,MKT2013,2025-01-06,Meta,/new-arrivals,0,49,North Central,No,,11
L500441,C102144,MKT2011,2025-05-04,CRM,/bundle-offer,10,14,South East,No,,USD 1.65
L500442,C100766,MKT2030,2025-01-19,Programmatic,/quiz,0,53,South East,No,,20.23
L500443,C100031,MKT2025,2025-09-14,Meta,/new-arrivals,10,36,South West,Yes,2025-09-17,5.22
L500444,C100598,MKT2011,2025-04-27,CRM,/landing-b,10,20,South West,No,,9
L500445,C102306,MKT2029,2025-10-23,Google,/quiz,0,31,South West,Yes,2025-10-26,17.43
L500446,C100936,MKT2024,2025-09-08,Creator,/promo-summer,10,5,North West,No,,16.6
L500447,C101646,MKT2008,03-30-2025,Meta,/new-arrivals,10,36,South South,Yes,2025-04-02,16.61
L500448,C102145,MKT2029,10-04-2025,Google,/bundle-offer,0,51,South West,Yes,2025-10-15,18.72
L500449,C100714,MKT2034,2025-10-02,Meta,/promo-summer,10,40,South West,Yes,2025-10-31,15.87
L500450,C101232,MKT2018,2025-07-28,Meta,/new-arrivals,10,53,South West,No,,11.67
L500451,C101345,MKT2021,2025-12-23,Partner,/quiz,0,33,South West,Yes,2026-01-15,13.86
L500452,C100864,MKT2028,2025-10-01,Google,/quiz,10,70,South South,No,,17.03
L500453,C100161,MKT2017,2025/06/07,Meta,/landing-a,10,7,South East,No,,14.22
L500454,C101622,MKT2026,2025-08-29,Google,/landing-a,0,61,North Central,No,,16.77
L500455,C100779,MKT2008,2025-04-02,Meta,/bundle-offer,20, 42,North West,No,,$17.95
L500456,C102345,MKT2001,2025-01-26,Google,/new-arrivals,0,28,South West,Yes,2025-02-10,21.18
L500457,C100262,MKT2023,13/08/2025,CRM,/landing-b,10,44,North Cntrl,Yes,2025-08-17,7.41
L500458,C101402,MKT2029,2025-09-26,Google,/quiz,20,56,South South,Yes,2025-10-16,15.3
L500459,C100462,MKT2012,2025-05-12,Partner,/promo-summer,0,42,South South,No,,8.86
L500460,C100217,MKT2026,2025-09-12,Google,/bundle-offer,15,47,North West,Yes,09-14-2025,$21.64
L500461,C101215,MKT2029,2025-09-29,Google,/quiz,15,24,North West,No,,USD 21.52
L500462,C101724,MKT2002,2025-02-21,Google,/promo-summer,5,30,South South,No,,19.56
L500463,C100588,MKT2029,2025-10-24,Google,/landing-b,0,31,North West,No,,17.74
L500464,C100670,MKT2009,2025-04-27,Creator,/landing-b,0,15,South East,No,,21.57
L500465,C100794,MKT2033,2025-11-27,Programmatic,/landing-b,15,26,South South,No,,11.04
L500466,C101910,MKT2002,2025-01-24,Google,/landing-b,10,48,North Central,Yes,2025-01-31,14.09
L500467,C100852,MKT2031,2025-11-10,Meta,/landing-a,15,35,South West,Yes,2025-11-14,17.34
L500468,C101456,MKT2029,2025-10-15,Google,/quiz,0,73,North West,Yes,2025-11-09,22.82
L500469,C102217,MKT2013,2025-03-28,Meta,/new-arrivals,15,69,South West,Yes,2025-04-24,10.97
L500470,C102221,MKT2010,05-28-2025,Google,/landing-b,5,52,South South,Yes,2025/06/25,18.23
L500471,C102177,MKT2034,11-24-2025,Meta,/landing-b,0,5,South West,Yes,2025-12-01,8.44
L500472,C101988,MKT2020,2025-03-11,CRM,/quiz,10,54,South South,No,,6.67
L500473,C101669,MKT2034,2025-07-01,Meta,/promo-summer,10,51,South South,No,,10.54
L500474,C101388,MKT2005,2025-02-19,Meta,/quiz,5,43,North Central,Yes,02-23-2025,13.93
L500475,C101368,MKT2016,2025-06-03,CRM,/landing-b,5,27,South West,No,,7.06
L500476,C100022,MKT2000,2025-05-19,Meta,/new-arrivals,0,32,North Central,No,,16.32
L500477,C102375,MKT2001,02-07-2025,Google,/landing-b,0,23,South South,No,,$17.22
L500478,C101120,MKT2027,2025-04-09,Google,/quiz,5,25,South West,No,,$21.84
L500479,C101155,MKT2022,2025-07-23,CRM,/bundle-offer,10,35,North West,Yes,2025-08-08,1.0
L500480,C101548,MKT2004,2025-09-03,Partner,/promo-summer,15,60,South West,No,,13.1
L500481,C101951,MKT2009,2025-04-08,Creator,/quiz,0,38,South West,Yes,04-14-2025,23.75
L500482,C100713,MKT2034,2025-08-29,Meta,/quiz,20,39,South South,No,,15.92
L500483,C101398,MKT2033,"Nov 14, 2025",Programmatic,/bundle-offer,0,21,South West,Yes,2025-11-15,13.65
L500484,C101517,MKT2001,2025-02-08,Google,/bundle-offer,0,36,South South,No,,21.71
L500485,C101017,MKT2003,2025-02-13,CRM,/landing-b,15,62,South West,Yes,2025-02-13,3.95
L500486,C101313,MKT2023,08-22-2025,CRM,/promo-summer,20,42,South West,Yes,2025-08-29,3.95
L500487,C100471,MKT2031,2025-10-10,Meta,/landing-a,0,30,North Central,No,,15.29
L500488,C102383,MKT2016,2025-06-05,CRM,/quiz,10,25,South East,No,,4.86
L500489,C100954,MKT2022,2025-08-25,CRM,/landing-b,10,45,South West,No,,$9.96
L500490,C101840,MKT2034,2025-09-17,Meta,/bundle-offer,0,,North Central,No,,13.87
L500491,C100615,MKT2000,2025-05-18,Meta,/bundle-offer,0,30,North Central,No,,13.17
L500492,C101170,MKT2014,14/10/2025,Google,/landing-a,0,13,South South,No,,21.48
L500493,C100496,MKT2012,2025-04-30,Partner,/bundle-offer,10,41,South West,No,,$11.96
L500494,C101029,MKT2027,2025-04-12,partner,/promo-summer,0,22,South South,No,,16.93
L500495,C101753,MKT2007,03-18-2025,google,/landing-a,0,67,South West,Yes,2025-04-13,19.4
L500496,C100570,MKT2029,2025-10-20,Google,/quiz,20,26,North Central,No,,$20.11
L500497,C102366,MKT2014,2025-11-02,Google,/landing-b,10,56,North Central,No,,$18.35
L500498,C100917,MKT2034,2025-08-07,Meta,/promo-summer,20,53,South West,No,,14.61
L500499,C101432,MKT2008,2025-04-03,Meta,/quiz,15,27,North Central,No,,19.82
L500500,C101373,MKT2016,2025/05/31,CRM,/quiz,0,16,South West,No,,1.52
L500501,C100842,MKT2005,"Mar 16, 2025",Meta,/new-arrivals,0,17,North West,No,,14.66
L500502,C101024,MKT2017,2025-06-08,Meta,/promo-summer,5,48,South West,No,,18.33
L500503,C100359,MKT2025,2025-08-25,Meta,/new-arrivals,10,69,South West,No,,8.07
L500504,C100282,MKT2020,07-20-2025,CRM,/bundle-offer,10,65,South West,No,,1.59
L500505,C102173,MKT2021,2026-01-18,Partner,/landing-b,fifteen,45,South West,No,,8.33
L500506,C102173,MKT2008,2025-03-24,Meta,/promo-summer,10,44,South West,Yes,2025-04-08,17.93
L500507,C102281,MKT2012,2025-06-03,Partner,/landing-a,10,38,South South,Yes,2025-06-24,16
L500508,C101619,MKT2002,2025-02-14,Google,/landing-a,10,24,North Central,No,,14.62
L500509,C100761,MKT2024,2025-08-20,Creator,/new-arrivals,10,57,South South,No,,21.11
L500510,C101338,MKT2029,2025-10-29,Google,/landing-a,5,39,South South,No,,20.59
L500511,C101799,MKT2001,2025-02-06,Google,/landing-b,0,29,South West,Yes,2025-03-08,22.67
L500512,C101440,MKT2005,2025-02-26,Meta,/promo-summer,15,27,North Central,No,,13.4
L500513,C101485,MKT2025,2025-09-12,Meta,/landing-a,5,10,South South,No,,17
L500514,C100772,MKT2030,01-31-2025,Programmatic,/new-arrivals,20,34,South West,No,,11.5
L500515,C101221,MKT2022,2025-07-24,CRM,/landing-b,10,35,North West,Yes,08-08-2025,$2.78
L500516,C100032,MKT2011,2025-04-19,CRM,/bundle-offer,15,48,South South,Yes,2025-05-14,$5.37
L500517,C100416,MKT2021,2025-12-21,Partner,/bundle-offer,10,31,South West,No,,11.42
L500518,C101238,MKT2015,2025-06-09,Google,/landing-b,20,37,South West,Yes,2025-07-09,15.72
L500519,C100042,MKT2004,09-02-2025,Partner,/bundle-offer,10,22,North West,No,,USD 12.59
L500520,C101990,MKT2032,11-02-2025,Google,/new-arrivals,10,37,North Central,No,,$18.37
L500521,C100758,,2025-04-26,Google,/quiz,10,40,South South,No,,23.38
L500522,C100301,MKT2014,10-28-2025,Google,/bundle-offer,0,30,South West,Yes,2025-11-20,16.16
L500523,C100693,MKT2003,2025-02-22,CRM,/quiz,5,35,North West,No,,11.91
L500524,C100621,MKT2029,2025-10-23,Google,/bundle-offer,20,32,South South,Yes,2025-10-27,18
L500525,C101940,MKT2023,2025-08-19,CRM,/bundle-offer,0,22,North Central,No,,4.02
L500526,C102065,MKT2001,2025-01-20,Google,/landing-a,0,35,North Central,No,,17.37
L500527,C101712,MKT2010,2025-04-12,Google,/landing-a,10,38,North West,Yes,2025-04-25,23.68
